text,label
"CarDekho: Your car valuation report for Hyundai Creta 2022 ready. Estimated value: Rs 9.5-10.5 lakh.",0
"ICICI Pru MF: Dividend of Rs 2.50/unit declared on Equity & Debt Fund. Amount: Rs 1250 credited.",0
"Infosys: Your IT returns acknowledgement received. ITR-1 for AY2027 filed. Verify at incometax.gov.in.",0
"Licious: Your order LCS-5678 for Chicken Breast 1kg dispatched. Delivery in 2 hours. Fresh guaranteed.",0
"Bank of India: RTGS transfer of Rs 5,00,000 to HDFC Bank account successful. Ref: BOI20260715002.",0
"Samsung Care+: Your Galaxy S24 screen protection plan activated. Valid till Jul 2028. Claim at samsung.com.",0
"Noise: Your smartwatch ColorFit Pro 5 warranty registered. Serial: NS-12345. Support at gonoise.com.",0
"Central Board of Direct Taxes: Your TDS refund of Rs 8500 for AY2026 processed. Credit in 7-10 days.",0
"Tanishq: Your gold rate alert: 24K gold at Rs 7,250/gm today. Visit nearest Tanishq store for best deals.",0
"Axis Mutual Fund: Your ELSS investment of Rs 50000 processed. Units allotted in Axis Long Term Equity Fund.",0
"Cafe Coffee Day: Your loyalty card recharged with Rs 500. Current balance: Rs 850. Valid at all CCD outlets.",0
"Mamaearth: Your skincare order ME-9012 shipped via Delhivery. Estimated delivery: Jul 21. Track on app.",0
"Kotak Securities: Margin call alert. Additional margin of Rs 15000 required by 3:30 PM today.",0
"CSIR NET: Your exam admit card available for download at csirnet.nta.nic.in. Exam date: Aug 15, 2026.",0
"Haldiram's: Your bulk order HD-3456 for Diwali sweets confirmed. Delivery scheduled for Oct 15. Total: Rs 12000.",0
"Whirlpool: Your washing machine installation appointment confirmed for Jul 22, 11 AM-1 PM.",0
"Honda Cars: Your City service reminder. Next service due at 30000 km. Book at hondacarindia.com/service.",0
"JioSaavn Pro: Your annual subscription renewed. Rs 399 charged. Enjoy ad-free music till Jul 2027.",0
"IRDA: Your insurance grievance IGM/2026/5678 registered. Insurer must respond within 15 days.",0
"Urban Ladder: Your furniture order UL-7890 for Bookshelf dispatched. Assembly included. Delivery Jul 24.",0
"Karnataka Bank: Your NRE FD of Rs 10 lakh renewed at 6.5% for 1 year. Maturity: Jul 2027.",0
"Apple: Your AppleCare+ for iPhone 16 Pro activated. Coverage valid till Jul 2028. Manage at support.apple.com.",0
"TCS: Your salary slip for Jun 2026 available on Ultimatix. Net salary: Rs 85,000 credited to HDFC Bank.",0
"Prestige Smart Kitchen: Service request SR-2345 confirmed. Technician visit on Jul 21, 2-4 PM.",0
"GPay: Gold purchased. 0.5 grams at Rs 3625. Total gold holdings: 2.3 grams. Sell anytime on Google Pay.",0
"Vijaya Diagnostic: Your blood test report ready. Download at vijayadiagnostic.com/reports. Patient ID: VD-6789.",0
"Hero MotoCorp: Your Splendor Plus service completed at Hero Service Center Lajpat Nagar. Invoice: Rs 1800.",0
"Kuvera: Your monthly SIP review report ready. Total portfolio value: Rs 12,45,000. Returns: 15.2% XIRR.",0
"RTO: Your driving license renewal application DL-12345678 processed. Valid till Jul 2046.",0
"HUL Pureit: Your water purifier filter replacement due. Order at pureitwater.com. Current filter life: 15%.",0
"Your Canara Robeco MF investment confirmed. Rs 5000 SIP in Emerging Equities Fund. Start date: Aug 1.",0
"Titan: Your watch service request WS-4567 completed. Ready for pickup at World of Titan, Phoenix Mall.",0
"EaseMyTrip: Your flight refund of Rs 3500 processed. Credit to original payment method in 5-7 days.",0
"SBI: Your e-statement for Jun 2026 is available. Download from SBI Internet Banking or YONO app.",0
"URGENT your PAN card will be deactivated due to KYC failure click http://pan-reactivate.xyz or face penalty of Rs 10000",1
"Dear SBI customer we detected unauthorized login to your account verify at http://sbi-secure-login.ml immediately",1
"Indian government new scheme Rs 15000 for every family register at http://gov-scheme-register.tk with Aadhaar",1
"Your HDFC Bank credit card blocked due to international transaction call 8901234567 and share card details to unblock",1
"Congratulations you won Rs 10 crore in WhatsApp anniversary lucky draw share bank details to claim within 48 hours",1
"SEBI alert your demat account linked to insider trading pay Rs 50000 fine or face 7 years imprisonment call now",1
"Your PhonePe wallet hacked all money will be stolen update security at http://phonepe-secure.tk right now",1
"NRI fixed deposit special scheme 15% interest guaranteed minimum Rs 5 lakh deposit transfer now to get started",1
"EPFO withdrawal of Rs 2 lakh approved share Aadhaar and PAN and bank details to process within 24 hours",1
"Police FIR filed against your Aadhaar number for cyber fraud pay Rs 1 lakh to settle out of court",1
"Your Myntra order refund of Rs 5000 ready scan this QR code and enter UPI PIN to receive instantly",1
"Axis Bank gold loan pre-approved at 2% interest click http://axis-goldloan.xyz and upload documents now",1
"LIC bonus of Rs 5 lakh declared for all policyholders register at http://lic-bonus-claim.ml with policy number",1
"CBSE board exam result leaked check your result early at http://cbse-result-early.tk before official site",1
"Your IRCTC account password changed by someone else recover at http://irctc-recover.xyz with mobile OTP",1
"PM Awas Yojana house allotted to you pay Rs 25000 registration at http://pmay-register.tk to confirm",1
"Your Swiggy delivery partner needs Rs 200 tip via Google Pay to deliver your order faster send now",1
"State Bank credit card limit increased to Rs 10 lakh confirm by clicking http://sbi-credit-limit.com",1
"DGFT export license approved earn Rs 5 lakh monthly pay Rs 10000 processing at http://dgft-license.xyz",1
"Your CRED coins worth Rs 10000 expiring today redeem at http://cred-coins-redeem.ml before midnight",1
"RailTel free WiFi unlimited plan activate by sharing Aadhaar number to 7890123456 no charges apply",1
"Narcotics bureau your courier parcel contains drugs pay Rs 2 lakh fine or face arrest within 6 hours",1
"Earn Rs 2000 daily by watching YouTube videos join our Telegram group and pay Rs 500 membership fee",1
"Your Amazon seller account suspended upload documents at http://amazon-seller-verify.xyz to restore",1
"Bank of Baroda personal loan instant approval share your salary slip and Aadhaar at this WhatsApp number",1
"Mumbai traffic police your vehicle fine of Rs 25000 pending pay at http://traffic-fine-pay.ml or license cancelled",1
"Special crypto offer buy Bitcoin at 50% discount limited time only invest at http://btc-discount.tk",1
"TATA Motors lucky customer free Nexon car pay Rs 10000 insurance at http://tata-lucky-draw.xyz",1
"Jio unlimited 5G data free for lifetime share Aadhaar OTP to activate on your number valid for first 1000 users",1
"Supreme Court verdict in your favour Rs 5 lakh compensation share bank details to receive amount immediately",1
"Your LinkedIn Premium account hacked verify at http://linkedin-secure.ml with email and password now",1
"BPCL petrol pump lucky draw winner Rs 1 lakh prize pay Rs 1000 tax at http://bpcl-winner.tk",1
"Google Play Store your developer account suspended pay Rs 5000 reinstatement at http://play-reinstate.xyz",1
"IndiaPost speed post compensation Rs 25000 approved share bank details and Aadhaar copy to receive",1
"Your PayPal India transfer of Rs 500000 on hold verify KYC at http://paypal-india-kyc.ml to release funds",1
"NTA CUET exam fee refund of Rs 1300 click http://cuet-refund.tk and enter bank details to process",1
"Truecaller premium lifetime free download at http://truecaller-premium.xyz and enter phone number",1
"Honda free car insurance for 5 years register at http://honda-insurance.ml with registration number and Aadhaar",1
"NHAI FASTag balance of Rs 50000 pending withdrawal scan QR and enter UPI PIN to transfer to bank",1
"Your Groww mutual fund account compromised change password at http://groww-secure.tk immediately",1
"Indian Embassy urgent your passport flagged at immigration pay Rs 20000 clearance fee to avoid deportation",1
"Bharti Airtel employee referral bonus Rs 10000 share your manager name and bank details to claim",1
"Your Croma order refund stuck due to technical error share card details to process manual refund today",1
"IIFL gold trading account opened without permission close at http://iifl-close.xyz or charges will apply",1
"Free government solar panel installation pay Rs 5000 deposit at http://solar-gov-free.ml for 3KW system",1
"HDFC securities IPO allotment confirmed for Tata Technologies pay Rs 15000 at http://hdfc-ipo.tk to complete",1
"Your Zomato account logged in from Pakistan change password at http://zomato-security.ml right now",1
"Central govt employees DA hike arrears Rs 50000 register at http://da-hike-register.xyz with employee ID",1
"Wipro campus placement offer letter ready pay Rs 3000 document verification fee to HR at this UPI ID",1
"Your Facebook account reported for spam activity verify at http://facebook-verify.ml or account deleted in 24 hrs",1
"BookMyShow refund of Rs 2500 for cancelled event scan QR code and enter UPI PIN to get instant refund",1
"SBI life insurance maturity bonus of Rs 3 lakh share policy number and bank details to 9876543210",1
"Your Ather scooter warranty void unless you pay Rs 5000 extended warranty at http://ather-warranty.tk",1
"PMC Bank depositor compensation Rs 5 lakh approved claim at http://pmc-compensation.xyz with passbook copy",1
"Free online degree from IIT recognized by UGC register at http://iit-degree-free.ml pay Rs 2000 exam fee",1
"Amazon delivery attempted but you were not home reschedule at http://amazon-redeliver.tk or package returned",1
"SBI home loan interest rate reduced to 5% for existing customers apply at http://sbi-homeloan-5.xyz",1
"Your Aadhar number used for SIM fraud 15 SIM cards issued block all at http://sim-block.ml with OTP",1
"HDFC Ergo car insurance expired renew at http://hdfc-car-insure.tk at 50% discount only today",1
"Western Union money transfer of $5000 from USA pending collect by sharing passport and Aadhaar details",1
"RBI governor personally calling about your account irregularity share account number to avoid freezing",1
"Bajaj Allianz life insurance surrender value Rs 8 lakh process at http://bajaj-surrender.xyz with policy ID",1
"Your BSNL broadband account hacked change password at http://bsnl-secure.ml with current credentials",1
"Free MacBook Air from Apple India just pay Rs 499 customs at http://apple-india-free.tk limited stock",1
"SBI Card lifetime free upgrade to Platinum share current card number expiry CVV to process upgrade",1
"Online FIR filed against your mobile number in Delhi pay Rs 15000 settlement to close case immediately",1
"DRDO recruitment walk-in interview pay Rs 5000 application at http://drdo-jobs.ml for scientist posts",1
"Your Axis Bank FD auto-renewed at lower rate break and re-book at http://axis-fd.xyz for better rate",1
"PhonePe insurance cashback Rs 1000 activate by sharing policy number and UPI PIN on call right now",1
"Google AdSense payment of $2000 pending verify bank at http://adsense-verify.tk to receive payment",1
"NPS pension withdrawal approved Rs 10 lakh share subscriber ID and bank details to process immediately",1
"Your OYO booking cancelled by hotel get 200% refund at http://oyo-refund.ml with booking ID and UPI",1
"Tata Consultancy Services onboarding bonus Rs 75000 pay Rs 5000 verification fee at this UPI to claim",1
"UPSC result declared you have cleared prelims pay Rs 10000 mains registration at http://upsc-mains.tk",1
"Your credit card details found on dark web block immediately at http://card-block-now.xyz share card info",1
"Free 50GB Jio cloud storage activated share Aadhaar OTP to link and access unlimited storage forever",1
"Uber Eats partner registration earn Rs 25000 weekly pay Rs 1000 activation at http://uber-partner.ml",1
"Reserve Bank digital rupee trial selected share bank account number and IFSC to receive Rs 10000 test amount",1
"Your Reliance Jio share transfer of 1000 shares approved pay Rs 5000 transfer duty at http://jio-shares.tk",1
"NEET counselling seat allotted at AIIMS Delhi pay Rs 50000 admission fee at http://aiims-admission.xyz",1
"Kotak Mahindra Bank zero balance account will be charged Rs 2000 quarterly prevent at http://kotak-save.ml",1
"Amazon Web Services billing error Rs 50000 charged to your card dispute at http://aws-dispute.tk now",1
"Metro rail smart card hacked balance Rs 5000 stolen recover at http://metro-recover.xyz with card number",1
"IRCTC Vande Bharat free ticket for freedom fighters verify at http://irctc-freedom.ml with Aadhaar",1
"CIBIL score dropped to 300 overnight fix immediately at http://cibil-fix.tk by paying Rs 5000 repair fee",1
"LinkedIn job offer from Google India salary Rs 50 LPA pay Rs 10000 background check fee at this UPI",1
"Hyundai free extended warranty for Creta owners register at http://hyundai-warranty.xyz with chassis number and Aadhaar",1
"SBI recurring deposit maturity doubled by government claim at http://sbi-rd-bonus.ml with RD account details",1
"Indian Navy recruitment for civilian posts pay Rs 3000 registration at http://navy-jobs.tk age 18-35",1
"Your Instagram account will be verified as public figure pay Rs 2000 verification fee at this UPI",1
"BSES electricity connection in your name used for bitcoin mining pay Rs 30000 fine or face disconnection call now",1
"PharmEasy medicine delivery fraud reported in your name pay Rs 5000 investigation fee to cyber cell",1
"HSBC Bank India NRI account opening bonus Rs 25000 share passport and Aadhaar at http://hsbc-nri.xyz",1
"MahaRERA flat booking refund Rs 10 lakh approved pay Rs 25000 legal processing at http://rera-refund.ml",1
"Vodafone Idea Vi network upgrade free 100GB data share Aadhaar number and OTP to activate immediately",1
"NPTEL free certification from IIT pay Rs 1000 exam fee at http://nptel-cert.tk for AI course",1
"Larsen Toubro campus hiring selected pay Rs 8000 joining documentation fee at this UPI to confirm",1
"Your Dunzo account used for alcohol delivery to minor police complaint filed pay Rs 10000 fine via UPI",1
"PM Vishwakarma Yojana Rs 3 lakh interest-free loan approved register at http://vishwakarma-loan.xyz now",1
"Car insurance Rs 99 for 1 year limited offer click http://car-insurance-99.ml pay via UPI only today",1
"UIDAI Aadhaar update mandatory use new link http://aadhaar-update-new.tk or card will be invalidated",1
"Your Paytm wallet balance of Rs 15000 frozen due to KYC verify at http://paytm-wallet-unfreeze.xyz",1
"SBI clerk exam result you scored 99 percentile pay Rs 5000 DV call letter fee at http://sbi-clerk.ml",1
"Flipkart Supercoins worth Rs 5000 expiring redeem at http://fk-supercoins.tk by entering UPI PIN",1
"Municipal corporation property tax waiver scheme register at http://tax-waiver.xyz with property documents",1
"IIM Ahmedabad online MBA admission guaranteed pay Rs 50000 registration at http://iim-mba.ml now",1
"Toyota Fortuner winner in Shell petrol pump draw pay Rs 20000 road tax at http://shell-winner.tk",1
"Your Razorpay merchant account flagged for fraud pay Rs 10000 compliance fee or funds permanently held",1
"Free Solar rooftop 10KW system by MNRE government subsidy 90% pay only Rs 15000 at http://mnre-solar.xyz",1
"Income Tax department found Rs 50 lakh undisclosed income in your name pay Rs 5 lakh settlement immediately",1
"Tatkal ticket booking guaranteed on IRCTC pay Rs 500 agent fee at http://tatkal-guarantee.ml per ticket",1
"Reliance Retail: Your order RR-1234 for JioPhone Next dispatched. Delivery by Jul 23. COD: Rs 6999.",0
"Thyrocare: Your health checkup package booked. Sample collection Jul 21, 7-9 AM at home. Fast required.",0
"Tata Power: Your electricity bill for Jul 2026 is Rs 3200. Due date: 28-Jul. Pay at tatapower.com.",0
"PPFAS Mutual Fund: Your SIP of Rs 5000 in Parag Parikh Flexi Cap processed. NAV: 65.23.",0
"Mahindra Finance: Your vehicle loan EMI of Rs 7800 debited. Outstanding: Rs 3,45,000. Next EMI: Aug 5.",0
"Air India: Your flight AI-101 DEL-LHR on Aug 5 confirmed. Check-in opens 48 hrs before departure.",0
"Razorpay: Your payment link PLK-5678 received Rs 2500 from customer. Amount will settle tomorrow.",0
"AB InBev: Your job interview for Marketing Manager scheduled Jul 25, 10 AM. Join link sent to email.",0
"HDFC Pension: Your NPS contribution of Rs 5000 for Jul 2026 processed. Total corpus: Rs 8,45,000.",0
"Airtel DTH: Your monthly recharge of Rs 325 successful. Pack: Hindi Sports HD. Next billing: 15-Aug.",0
"Godrej Properties: Your apartment booking GP-2345 payment receipt generated. Amount: Rs 15,00,000.",0
"Kotak General Insurance: Your health claim KG-7890 of Rs 25000 approved. Settlement in 5 working days.",0
"Pantaloons: Your gift card balance: Rs 2500. Valid till Dec 2026. Redeem at any Pantaloons store.",0
"Apollo 247: Your online consultation with Dr. Mehta scheduled Jul 20, 5 PM. Join from Apollo 247 app.",0
"Yes Bank: Your salary account XX5678 credited Rs 62000 on 01-Jul-2026. Balance: Rs 1,85,000.",0
"ITC Hotels: Your reservation at ITC Maurya Delhi confirmed. Check-in: Aug 1. Confirmation: ITH-34567.",0
"Aarogyasetu: Your COVID vaccination certificate available. Download at cowin.gov.in. ID: COWIN-78901.",0
"L&T Finance: Your personal loan application approved. Loan amount: Rs 3,00,000 at 12% p.a. Sign docs at branch.",0
"Max Healthcare: Your appointment with Dr. Gupta on Jul 22 confirmed. Arrive 15 mins early. Token: MH-456.",0
"BPCL SmartFleet: Your fleet card recharged. Amount: Rs 50000. Available balance: Rs 78,500.",0
"Vedantu: Your child's free trial class for Math Grade 8 scheduled Jul 21, 4 PM. Join link sent to email.",0
"Equitas Small Finance Bank: Your savings account interest of Rs 3500 credited for Q1 FY2027.",0
"Boat: Your order BT-5678 for Rockerz 550 shipped. Delivery by Jul 22. Track at boat-lifestyle.com.",0
"Park+: Your monthly parking subscription renewed. Location: DLF Cyber City Lot B. Valid till Aug 15.",0
"NIIT: Your enrollment for Full Stack Development course confirmed. Batch starts Aug 1, 2026.",0
"Voltas: Your AC annual maintenance visit scheduled Jul 23, 10 AM-12 PM. Service engineer: Sunil.",0
"GPay: Rewards earned! Rs 20 cashback credited for electricity bill payment. Total rewards: Rs 150.",0
"NPS: Your monthly statement for Jun 2026. Total corpus: Rs 12,56,000. Returns since inception: 11.8%.",0
"Trent (Zudio): Your order ZD-3456 for Fashion Essentials dispatched. Delivery by Jul 22. Free returns.",0
"Manipal ProLearn: Certificate for Agile Project Management course issued. Download at prolearn.com.",0
"JK Tyre: Your tyre warranty card registered. Tyre: UX Royale 205/55R16. Warranty: 5 years or 100000 km.",0
"Swiggy Instamart: Your grocery order SIM-7890 delivered at door. Missing items? Report within 48 hours.",0
"BPCL: Your LPG cylinder connection transfer processed. New address updated. Next delivery as per schedule.",0
"City Union Bank: Your cheque book dispatched via Speed Post. Expected delivery: 5-7 working days.",0
"Cure.fit: Your Cultpass subscription renewed. Rs 1299/month. Access all centers. Valid till Aug 2026.",0
"Bajaj Auto: Your Pulsar NS200 first free service completed at Bajaj Service Center Andheri. Invoice: Rs 0.",0
"ICICI Direct: Quarterly portfolio statement for Q1 FY2027 generated. View at icicidirect.com/reports.",0
"Amazon Business: Your GST invoice for order AB-12345 is ready. Download from Amazon Business portal.",0
"IndusInd Bank: Your multi-currency forex card loaded with USD 2000. Card ending XX7890. Travel safe!",0
"Zomato Hyperpure: Your restaurant supply order ZH-4567 shipped. 15 items. Delivery tomorrow 6-8 AM.",0
"PNB MetLife: Your term insurance premium receipt. Policy: PNB-89012. Amount: Rs 8000. Mode: Annual.",0
"Future Generali: Your motor claim FG-23456 survey completed. Estimated repair: Rs 35000. Approval in 2 days.",0
"Asian Paints: Your home painting estimate ready. Area: 1200 sqft. Total: Rs 65000. Valid for 30 days.",0
"ICICI Lombard Travel: Your outbound travel insurance policy IL-56789 issued. Destination: Singapore. Coverage: $100000.",0
"Swiggy Genie: Your package pickup from Koramangala to Indiranagar confirmed. Delivery partner assigned.",0
"Tata Capital: Your EMI for Business Loan debited. Rs 12500. Outstanding principal: Rs 4,50,000.",0
"Xiaomi: Your Redmi Note 14 Pro warranty registered. IMEI: 12345678901234. Warranty valid till Jul 2027.",0
"SBI Life: Your policy SL-67890 premium receipt generated. Amount: Rs 50000. Next due: Jul 2027.",0
"Lenskart Gold: Your annual membership renewed. Rs 500 charged. Free frames and extra discounts active.",0
"BluSmart: Your ride completed. From: Sector 15, Gurgaon. To: Connaught Place. Fare: Rs 450. Rating: 5 stars.",0
"IDBI Bank: Your RD maturity of Rs 2,50,000 credited to savings account XX1234. Thank you for banking.",0
"Amul: Your bulk order AM-7890 for 100 ice cream tubs dispatched. Delivery by Jul 23 in insulated packaging.",0
"Tata CLiQ: Your order TC-2345 for Titan Watch shipped. Delivery by Jul 21. Gift wrapping included.",0
"MSME Udyam: Your Udyam registration certificate UD-5678 generated. Download at udyamregistration.gov.in.",0
"Crompton: Your ceiling fan installation completed. Warranty card: CR-9012. Support: 1800-XXX-XXXX.",0
"PNB Housing: Your home loan account XX3456. EMI of Rs 28000 debited. Outstanding: Rs 22,50,000.",0
